index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,,
11322,405-0575898-5820369,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,376,Lucknow,UTTAR PRADESH,226029,IN,FALSE,,06-13-25,1147
11323,408-0395034-4331561,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,0,VASAI VIRAR,MAHARASHTRA,401203,IN,FALSE,,06-13-25,1147
11324,402-3625922-4650763,04-23-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XL,On the Way,0,INR,246.67,HYDERABAD,TELANGANA,500018,IN,FALSE,Easy Ship,06-13-25,1147
11325,404-8209436-9103523,04-23-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,,,HYDERABAD,TELANGANA,500049,IN,FALSE,Easy Ship,06-13-25,1147
11326,403-1288078-0660319,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,CHENNAI,TAMIL NADU,600010,IN,FALSE,Easy Ship,06-13-25,1147
11327,171-7373709-8503526,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship,06-13-25,1147
11328,406-3624641-1249941,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,S,Cancelled,0,,,HYDERABAD,TELANGANA,501505,IN,FALSE,,06-13-25,1147
11329,406-4531307-9365165,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,375,Kalaburgi,KARNATAKA,585104,IN,FALSE,,06-13-25,1147
11330,402-0677573-4775550,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,,,RAYACHOTI,ANDHRA PRADESH,516269,IN,FALSE,,06-13-25,1147
11331,408-1454872-2973110,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,357,MOONNIYUR,KERALA,676311,IN,FALSE,,06-13-25,1147
11332,402-3177450-4774730,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,463,MARGAO,GOA,403601,IN,FALSE,,06-13-25,1147
11333,402-9782629-9976335,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,791,NEW DELHI,DELHI,110089,IN,FALSE,,06-13-25,1147
11334,408-9765215-0862734,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,0,THANE,MAHARASHTRA,401101,IN,FALSE,,06-13-25,1147
11335,403-6544378-0883534,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,LUCKNOW,UTTAR PRADESH,226002,IN,FALSE,Easy Ship,06-13-25,1147
11336,402-3480678-5615511,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,434,MUMBAI,MAHARASHTRA,400071,IN,FALSE,,06-13-25,1147
11337,405-4867432-9616316,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,435,HYDERABAD,TELANGANA,500059,IN,FALSE,,06-13-25,1147
11338,408-3256540-4323568,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,Bellary,KARNATAKA,583103,IN,FALSE,Easy Ship,06-13-25,1147
11339,407-5006041-1893925,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1463,Sahibabad,UTTAR PRADESH,201005,IN,FALSE,,06-13-25,1147
11340,406-0827203-6633150,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,518,MUMBAI,MAHARASHTRA,400097,IN,FALSE,,06-13-25,1147
11341,406-6098883-2341137,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,L,Cancelled,0,,,BISHNUPUR,MANIPUR,795126,IN,FALSE,,06-13-25,1147
11342,402-4407056-2084367,04-23-22,Cancelled,Merchant,Amazon.in,Standard,Blazzer,XL,On the Way,0,INR,657.14,HYDERABAD,TELANGANA,500032,IN,FALSE,Easy Ship,06-13-25,1147
11343,407-2301826-5555510,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,435,BENGALURU,KARNATAKA,560085,IN,FALSE,,06-13-25,1147
11344,402-5576415-8117937,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,476,MUMBAI,MAHARASHTRA,400078,IN,FALSE,,06-13-25,1147
11345,406-6566277-7657156,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399,BHAGALPUR,BIHAR,812001,IN,FALSE,,06-13-25,1147
11346,171-0902292-7589902,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,319,PUDUPATTINAM,TAMIL NADU,603102,IN,FALSE,,06-13-25,1147
11347,403-9832561-4189104,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1186,GURUGRAM,HARYANA,122101,IN,FALSE,Easy Ship,06-13-25,1147
11348,406-9012742-6041944,04-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,568.57,PUNE,MAHARASHTRA,411014,IN,FALSE,Easy Ship,06-13-25,1147
11349,403-0880482-8722751,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400080,IN,FALSE,,06-13-25,1147
11350,403-7667034-6213153,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,631,PIPRAICH,UTTAR PRADESH,273152,IN,FALSE,Easy Ship,06-13-25,1147
11351,408-6369605-6829112,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Socks,XS,Shipped,1,INR,284,ASANSOL,WEST BENGAL,713303,IN,FALSE,,06-13-25,1147
11352,406-9831055-1549915,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,635,hamirpur,HIMACHAL PRADESH,176110,IN,FALSE,,06-13-25,1147
11353,171-2881816-9830736,04-23-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,,,MUMBAI,MAHARASHTRA,400097,IN,FALSE,Easy Ship,06-13-25,1147
11354,403-7676556-8353951,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,342,HYDERABAD,TELANGANA,500072,IN,FALSE,Easy Ship,06-13-25,1147
11355,407-7467966-2502767,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XL,Unshipped,1,INR,721,Thakurli,MAHARASHTRA,421201,IN,FALSE,,06-13-25,1147
11356,407-6214561-8197137,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,474,Mumbai,MAHARASHTRA,400022,IN,FALSE,,06-13-25,1147
11357,171-3137335-0204345,04-23-22,Shipped,Amazon,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,BENGALURU,KARNATAKA,560037,IN,FALSE,,06-13-25,1147
11358,406-5111458-3538727,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,477,Hyderabad,TELANGANA,500032,IN,FALSE,Easy Ship,06-13-25,1147
11359,402-8624518-6175501,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,771,BENGALURU,KARNATAKA,560105,IN,FALSE,,06-13-25,1147
11360,402-7603097-8593953,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,368,MANDAVALLI,ANDHRA PRADESH,521345,IN,FALSE,Easy Ship,06-13-25,1147
11361,408-9301368-1786723,04-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,995.54,RUDRAPUR,UTTARAKHAND,263153,IN,FALSE,Easy Ship,06-13-25,1147
11362,403-2901535-4389937,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,PUNE,MAHARASHTRA,411045,IN,FALSE,,06-13-25,1147
11363,171-4481436-3829964,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,588,HYDERABAD,TELANGANA,500010,IN,FALSE,,06-13-25,1147
11364,403-1446912-1265911,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,458,DHANBAD,JHARKHAND,828127,IN,FALSE,Easy Ship,06-13-25,1147
11365,403-1446912-1265911,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,568,DHANBAD,JHARKHAND,828127,IN,FALSE,Easy Ship,06-13-25,1147
11366,402-5987081-3744306,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,612,HYDERABAD,TELANGANA,500075,IN,FALSE,,06-13-25,1147
11367,171-6113872-0747548,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,699,New Delhi,DELHI,110085,IN,FALSE,Easy Ship,06-13-25,1147
11368,171-6113872-0747548,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,631,New Delhi,DELHI,110085,IN,FALSE,Easy Ship,06-13-25,1147
11369,404-1972370-1278754,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1126,Kolkata,WEST BENGAL,700084,IN,FALSE,,06-13-25,1147
11370,408-6661917-4232320,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,487,THANE,MAHARASHTRA,400615,IN,FALSE,,06-13-25,1147
11371,408-6661917-4232320,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,563,THANE,MAHARASHTRA,400615,IN,FALSE,,06-13-25,1147
11372,407-4808601-7032330,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,551,Palakkad,KERALA,678503,IN,FALSE,,06-13-25,1147
11373,405-1234550-3152365,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,666,PALAKKAD,KERALA,678551,IN,FALSE,Easy Ship,06-13-25,1147
11374,402-9607663-8069916,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,744,SECUNDERABAD,TELANGANA,500061,IN,FALSE,,06-13-25,1147
11375,171-4860822-1161136,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1099,KOLKATA,WEST BENGAL,700037,IN,FALSE,Easy Ship,06-13-25,1147
11376,406-7348786-0523546,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,635,FARIDABAD,HARYANA,121001,IN,FALSE,,06-13-25,1147
11377,403-7270281-4816327,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,458,BENGALURU,KARNATAKA,560070,IN,FALSE,,06-13-25,1147
11378,406-8021214-7985111,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,597,Luxettipet,TELANGANA,504215,IN,FALSE,Easy Ship,06-13-25,1147
11379,405-6165894-4625106,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,744,BARABANKI,UTTAR PRADESH,225412,IN,FALSE,Easy Ship,06-13-25,1147
11380,171-7998188-0445102,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,824,NANDIVARAM GUDUVANCHERI,TAMIL NADU,603203,IN,FALSE,,06-13-25,1147
11381,407-9700650-6430745,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,383,Muddanur,ANDHRA PRADESH,516380,IN,FALSE,,06-13-25,1147
11382,402-4875984-4682709,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,SATNA,MADHYA PRADESH,485001,IN,FALSE,,06-13-25,1147
11383,403-7010548-4385903,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,Trousers,L,Unshipped,1,INR,493,AHMEDABAD,Gujarat,380015,IN,FALSE,,06-13-25,1147
11384,406-3730385-1302709,04-23-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,437.14,COIMBATORE,TAMIL NADU,641012,IN,FALSE,Easy Ship,06-13-25,1147
11385,406-3205495-9250706,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,329,GUWAHATI,ASSAM,781026,IN,FALSE,,06-13-25,1147
11386,171-6719514-2093136,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,499,BHINDER,RAJASTHAN,313603,IN,FALSE,,06-13-25,1147
11387,405-1802005-7553969,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,888,JAIPUR,RAJASTHAN,302020,IN,FALSE,Easy Ship,06-13-25,1147
11388,402-2245553-0987518,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,459,Bhubaneswar,ODISHA,752100,IN,FALSE,,06-13-25,1147
11389,406-8332698-0478759,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399,THANE,MAHARASHTRA,400607,IN,FALSE,Easy Ship,06-13-25,1147
11390,408-8247981-1491536,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,534,NARAYANPET,TELANGANA,509210,IN,FALSE,Easy Ship,06-13-25,1147
11391,402-8872248-4783529,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,493,BENGALURU,KARNATAKA,560058,IN,FALSE,,06-13-25,1147
11392,408-0324996-7165165,04-23-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,353,Konavattam,TAMIL NADU,632013,IN,FALSE,Easy Ship,06-13-25,1147
11393,406-5481682-8452352,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,329,CHENNAI,TAMIL NADU,600089,IN,FALSE,,06-13-25,1147
11394,407-7444718-4046736,04-23-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,597,JAMSHEDPUR,JHARKHAND,831011,IN,FALSE,Easy Ship,06-13-25,1147
11395,403-5541271-8321931,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,995,TIRURANGADI,KERALA,676306,IN,FALSE,,06-13-25,1147
11396,407-0724059-7645110,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,626,DEHRADUN,UTTARAKHAND,248007,IN,FALSE,,06-13-25,1147
11397,407-5662544-5741917,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,MORANHAT,ASSAM,785670,IN,FALSE,Easy Ship,06-13-25,1147
11398,406-1153575-4299559,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,568,NEW DELHI,DELHI,110015,IN,FALSE,,06-13-25,1147
11399,406-5933510-5629955,04-23-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,XXL,On the Way,0,INR,437.14,COIMBATORE,TAMIL NADU,641012,IN,FALSE,Easy Ship,06-13-25,1147
11400,407-3706894-6614734,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,635,JAMSHEDPUR,JHARKHAND,831011,IN,FALSE,,06-13-25,1147
11401,404-2133920-8708322,04-23-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,549,ANAPARTHY,ANDHRA PRADESH,533342,IN,FALSE,Easy Ship,06-13-25,1147
11402,408-9966539-4400323,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,399,ROORKEE,UTTARAKHAND,247667,IN,FALSE,Easy Ship,06-13-25,1147
11403,404-4451519-1433146,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,533,ANAPARTHY,ANDHRA PRADESH,533342,IN,FALSE,,06-13-25,1147
11404,404-0717138-5186766,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,968,KOLKATA,WEST BENGAL,700052,IN,FALSE,,06-13-25,1147
11405,404-0819821-3196303,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,744,HYDERABAD,TELANGANA,502032,IN,FALSE,,06-13-25,1147
11406,408-2187745-1464349,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,486,Pune,MAHARASHTRA,411017,IN,FALSE,,06-13-25,1147
11407,405-8715362-4413150,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1112,HYDERABAD,TELANGANA,500058,IN,FALSE,,06-13-25,1147
11408,402-0730748-2055543,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,2,INR,774,FARIDABAD,HARYANA,121003,IN,FALSE,,06-13-25,1147
11409,408-6713865-0455545,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,563,JAIPUR,RAJASTHAN,302003,IN,FALSE,,06-13-25,1147
11410,408-2812496-2121945,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,807,Pune,MAHARASHTRA,411017,IN,FALSE,,06-13-25,1147
11411,171-8893523-8455542,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,363,Brahmavar,KARNATAKA,576213,IN,FALSE,,06-13-25,1147
11412,171-0846717-5859556,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1099,NOIDA,UTTAR PRADESH,201301,IN,FALSE,,06-13-25,1147
11413,407-9286356-1064314,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,HUBBALLI,KARNATAKA,580022,IN,FALSE,,06-13-25,1147
11414,406-4010386-5240350,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,Blazzer,XXL,Cancelled,0,,,FARIDABAD,HARYANA,121010,IN,FALSE,,06-13-25,1147
11415,407-7579322-4583504,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,459,BHUJ,Gujarat,370001,IN,FALSE,Easy Ship,06-13-25,1147
11416,405-8788149-4054727,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1149,CHANDIGARH,CHANDIGARH,160030,IN,FALSE,,06-13-25,1147
11417,408-9654592-0389958,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,666,JORETHANG,SIKKIM,737121,IN,FALSE,,06-13-25,1147
11418,405-9326940-2013942,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,824,BENGALURU,KARNATAKA,560100,IN,FALSE,,06-13-25,1147
11419,171-9639795-1633127,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,,,Mohali,Punjab,160071,IN,FALSE,,06-13-25,1147
11420,402-0483662-6341142,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,625,NAGPUR,MAHARASHTRA,440025,IN,FALSE,,06-13-25,1147
11421,406-7471935-4885147,04-23-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1221,BHIWANI,HARYANA,127021,IN,FALSE,Easy Ship,06-13-25,1147
11422,407-3599047-4973912,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,788,FARIDABAD,HARYANA,121002,IN,FALSE,,06-13-25,1147
11423,404-9864998-8949108,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,744,BENGALURU,KARNATAKA,560035,IN,FALSE,,06-13-25,1147
11424,405-4173329-3123546,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,471,CHENNAI,TAMIL NADU,600037,IN,FALSE,,06-13-25,1147
11425,405-1439689-2305143,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,487,BOKARO STEEL CITY,JHARKHAND,827004,IN,FALSE,,06-13-25,1147
11426,405-1439689-2305143,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,459,BOKARO STEEL CITY,JHARKHAND,827004,IN,FALSE,,06-13-25,1147
11427,406-3302380-1788339,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,376,Infront of power house bidhuna,UTTAR PRADESH,206243,IN,FALSE,,06-13-25,1147
11428,408-0254898-0501176,04-23-22,Shipped,Amazon,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,0,HYDERABAD,TELANGANA,500048,IN,FALSE,,06-13-25,1147
11429,171-1730755-8156332,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,471,JAMSHEDPUR,JHARKHAND,831012,IN,FALSE,,06-13-25,1147
11430,406-5039008-6295511,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,487,LUCKNOW,UTTAR PRADESH,226016,IN,FALSE,,06-13-25,1147
11431,403-5891253-4865121,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,376,BHIWADI,RAJASTHAN,301019,IN,FALSE,,06-13-25,1147
11432,404-8951831-5589903,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1173,SRINAGAR,JAMMU & KASHMIR,190011,IN,FALSE,,06-13-25,1147
11433,408-6686156-8733164,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,493,JORHAT,ASSAM,785001,IN,FALSE,,06-13-25,1147
11434,405-0142906-7273146,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,835,BOKARO STEEL CITY,JHARKHAND,827004,IN,FALSE,Easy Ship,06-13-25,1147
11435,406-5315465-9640349,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,413,Thane,MAHARASHTRA,400607,IN,FALSE,,06-13-25,1147
11436,405-2954054-3053134,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,458,UDAIPUR,RAJASTHAN,313001,IN,FALSE,Easy Ship,06-13-25,1147
11437,404-5370811-4239552,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,Vasai,MAHARASHTRA,401207,IN,FALSE,Easy Ship,06-13-25,1147
11438,171-1947348-3044337,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,801,RAIPUR,CHHATTISGARH,492001,IN,FALSE,,06-13-25,1147
11439,404-0519031-1772319,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Wallet,S,Shipped,1,INR,493,SECUNDERABAD,TELANGANA,500061,IN,FALSE,,06-13-25,1147
11440,406-7033617-8589149,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Wallet,S,Shipped,1,INR,665,HYDERABAD,TELANGANA,500085,IN,FALSE,,06-13-25,1147
11441,402-1639444-7762742,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,AGAR Malwa,MADHYA PRADESH,465441,IN,FALSE,,06-13-25,1147
11442,405-2932779-9792347,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1432,BOKARO STEEL CITY,JHARKHAND,827004,IN,FALSE,Easy Ship,06-13-25,1147
11443,404-6558052-5729914,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399,GONDA,UTTAR PRADESH,271002,IN,FALSE,Easy Ship,06-13-25,1147
11444,408-5491515-9225919,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,654,Bhatni bazar (Deoria),UTTAR PRADESH,274701,IN,FALSE,,06-13-25,1147
11445,404-4516825-2736307,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,653,CHENNAI,TAMIL NADU,600100,IN,FALSE,,06-13-25,1147
11446,402-4118814-5336308,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,JAIPUR,RAJASTHAN,302028,IN,FALSE,Easy Ship,06-13-25,1147
11447,405-8371164-0122748,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,413,THANE,MAHARASHTRA,400607,IN,FALSE,,06-13-25,1147
11448,406-9030706-6117119,04-23-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XXL,On the Way,0,INR,1083.04,VIJAYAWADA,ANDHRA PRADESH,520008,IN,FALSE,Easy Ship,06-13-25,1147
11449,403-0238124-7680331,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,487,NARNAUL,HARYANA,123001,IN,FALSE,,06-13-25,1147
11450,408-8964432-5853912,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,744,BENGALURU,KARNATAKA,560038,IN,FALSE,,06-13-25,1147
11451,407-4183178-8393921,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,368,BHILAI,CHHATTISGARH,490006,IN,FALSE,,06-13-25,1147
11452,171-6053320-9209153,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,329,ALOK CITY,DADRA AND NAGAR,396230,IN,FALSE,,06-13-25,1147
11453,171-6148057-2873914,04-23-22,Shipped,Amazon,Amazon.in,Expedited,Perfume,XS,Shipped,1,INR,721,CHENNAI,TAMIL NADU,600018,IN,TRUE,,06-13-25,1147
11454,171-2395007-4189125,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,699,CHENNAI,TAMIL NADU,600018,IN,TRUE,Easy Ship,06-13-25,1147
11455,406-4167476-3205963,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,626,PUNE,MAHARASHTRA,411014,IN,FALSE,,06-13-25,1147
11456,403-1568748-1961166,04-23-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,563,DEHRADUN,UTTARAKHAND,248171,IN,FALSE,,06-13-25,1147
